route_id,route_date,vehicle_id,total_capacity,utilized_capacity,status,planned_start_time,actual_start_time,planned_end_time,actual_end_time,total_distance_km,total_stops,created_at,updated_at
966e41f7-678f-4cb1-aa7f-3b219c925046,2024-10-08,d613750f-7244-4422-a084-da603cde7145,500,438,COMPLETED,08:00:00,08:25:00,16:00:00,14:11:00,39.3,7,2024-10-07,2024-10-08
aa03d8c2-ab8f-4c4a-bb96-e6e5c8393197,2024-10-09,d6f804d6-de2a-4abc-a548-3b2120173655,250,222,COMPLETED,08:00:00,08:51:00,15:00:00,16:06:00,40.5,5,2024-10-08,2024-10-09
a1fd56f2-6124-4728-a34a-a137f211b21d,2024-10-10,d6f804d6-de2a-4abc-a548-3b2120173655,250,166,COMPLETED,07:00:00,06:19:00,18:00:00,14:27:00,33.2,10,2024-10-09,2024-10-10
468632e1-bd08-4181-af12-e717c66e36b4,2024-10-11,d613750f-7244-4422-a084-da603cde7145,500,280,CANCELLED,07:00:00,,14:00:00,,59.5,10,2024-10-10,2024-10-10
c0646007-f175-48a5-b999-5512433ba137,2024-10-12,d613750f-7244-4422-a084-da603cde7145,500,318,COMPLETED,08:00:00,09:52:00,16:00:00,18:05:00,30.9,5,2024-10-11,2024-10-12
f49f6e45-7721-4f24-afc0-d73b0dc14796,2024-10-16,d6f804d6-de2a-4abc-a548-3b2120173655,250,150,COMPLETED,08:00:00,09:53:00,17:00:00,19:46:00,51.0,9,2024-10-15,2024-10-16
2c0cc75d-b4ed-4cbd-ac58-7cf6f7dfc0d0,2024-10-17,d613750f-7244-4422-a084-da603cde7145,500,324,COMPLETED,07:00:00,07:41:00,18:00:00,14:59:00,58.2,7,2024-10-16,2024-10-17
69eafeaf-d019-48fb-bc11-48c6f72f0a52,2024-10-19,d613750f-7244-4422-a084-da603cde7145,500,372,COMPLETED,07:00:00,06:48:00,14:00:00,15:44:00,40.6,9,2024-10-18,2024-10-19
b779a108-64aa-439a-b8f6-7576aab02ac2,2024-10-21,d6f804d6-de2a-4abc-a548-3b2120173655,250,213,COMPLETED,08:00:00,09:27:00,18:00:00,18:12:00,20.1,5,2024-10-20,2024-10-21
34cda54e-e184-40ba-b002-f980ba4ff4af,2024-10-22,d613750f-7244-4422-a084-da603cde7145,500,445,COMPLETED,08:00:00,08:53:00,14:00:00,18:09:00,50.1,7,2024-10-21,2024-10-22
dd0a0ab9-78c8-4393-8de6-d1639f3976e3,2024-10-23,d613750f-7244-4422-a084-da603cde7145,500,350,COMPLETED,07:00:00,08:07:00,16:00:00,15:46:00,42.2,8,2024-10-22,2024-10-23
73b28566-6494-4bae-8230-479ab6e5d31b,2024-10-24,d613750f-7244-4422-a084-da603cde7145,500,320,COMPLETED,07:00:00,08:51:00,18:00:00,18:19:00,55.5,9,2024-10-23,2024-10-24
350ab62a-bb8d-4dac-a1d2-c879b2f6cb35,2024-10-25,d6f804d6-de2a-4abc-a548-3b2120173655,250,190,COMPLETED,07:00:00,07:18:00,15:00:00,16:05:00,25.2,6,2024-10-24,2024-10-25
27711d08-96c1-46ef-b0dd-ac7e802f67a5,2024-10-28,d6f804d6-de2a-4abc-a548-3b2120173655,250,160,CANCELLED,07:00:00,,18:00:00,,53.7,10,2024-10-27,2024-10-27
c6560d56-462a-44a6-a443-0242a47287ce,2024-10-30,d613750f-7244-4422-a084-da603cde7145,500,379,COMPLETED,07:00:00,06:47:00,15:00:00,14:28:00,31.0,9,2024-10-29,2024-10-30
660b3394-6b8c-4b2b-9de9-3c7249444d26,2024-11-01,d613750f-7244-4422-a084-da603cde7145,500,257,COMPLETED,07:00:00,07:25:00,14:00:00,13:56:00,58.5,10,2024-10-31,2024-11-01
401ebe0a-4a3a-4234-a233-64ecbbc2881e,2024-11-02,d6f804d6-de2a-4abc-a548-3b2120173655,250,150,COMPLETED,08:00:00,07:25:00,15:00:00,13:41:00,22.1,6,2024-11-01,2024-11-02
e0cbc1ec-bae7-4543-bfe0-49d1c5e17241,2024-11-04,d6f804d6-de2a-4abc-a548-3b2120173655,250,168,COMPLETED,08:00:00,09:49:00,15:00:00,19:22:00,47.5,10,2024-11-03,2024-11-04
a8d8d46e-6318-4c12-be90-a18fa7e19473,2024-11-05,d613750f-7244-4422-a084-da603cde7145,500,314,COMPLETED,08:00:00,08:09:00,18:00:00,15:14:00,34.4,10,2024-11-04,2024-11-05
45f35763-6954-4380-9724-996aa9dd6c61,2024-11-07,d6f804d6-de2a-4abc-a548-3b2120173655,250,164,COMPLETED,07:00:00,08:45:00,17:00:00,16:48:00,47.8,8,2024-11-06,2024-11-07
617a5784-78c2-4487-8827-8132846cee30,2024-11-08,d613750f-7244-4422-a084-da603cde7145,500,266,COMPLETED,08:00:00,07:22:00,18:00:00,14:48:00,21.7,7,2024-11-07,2024-11-08
37c3c500-51b3-4665-b974-4b6b015c32d6,2024-11-09,d6f804d6-de2a-4abc-a548-3b2120173655,250,139,COMPLETED,08:00:00,08:45:00,15:00:00,17:05:00,29.8,4,2024-11-08,2024-11-09
c567feaa-ce6e-4a64-8f20-63af575750b9,2024-11-12,d6f804d6-de2a-4abc-a548-3b2120173655,250,130,COMPLETED,07:00:00,07:10:00,18:00:00,17:17:00,49.3,7,2024-11-11,2024-11-12
859a631f-a9ba-47ee-99bf-daa87b638822,2024-11-14,d613750f-7244-4422-a084-da603cde7145,500,397,COMPLETED,08:00:00,08:26:00,14:00:00,16:24:00,44.4,8,2024-11-13,2024-11-14
d6b2bb45-8d28-4a6b-9059-ce20b5924f8b,2024-11-15,d6f804d6-de2a-4abc-a548-3b2120173655,250,165,COMPLETED,08:00:00,08:32:00,16:00:00,18:58:00,36.5,10,2024-11-14,2024-11-15
b73c28d7-af38-4154-9d77-67f7fe0f461d,2024-11-18,d6f804d6-de2a-4abc-a548-3b2120173655,250,148,COMPLETED,08:00:00,08:51:00,15:00:00,18:13:00,29.1,4,2024-11-17,2024-11-18
5cf689c1-5062-40b2-938d-c011b3dddc4f,2024-11-19,d613750f-7244-4422-a084-da603cde7145,500,424,COMPLETED,07:00:00,06:24:00,14:00:00,13:50:00,57.0,8,2024-11-18,2024-11-19
a356ba0a-0216-4032-b15d-48bf3948149f,2024-11-21,d613750f-7244-4422-a084-da603cde7145,500,376,COMPLETED,08:00:00,07:55:00,15:00:00,16:34:00,38.0,5,2024-11-20,2024-11-21
ff3b760c-c851-4655-976f-e44b879c3e0f,2024-11-22,d613750f-7244-4422-a084-da603cde7145,500,340,COMPLETED,08:00:00,08:34:00,18:00:00,14:29:00,58.2,6,2024-11-21,2024-11-22
6336a304-8875-42c7-9ae8-0743f74d8972,2024-11-26,d6f804d6-de2a-4abc-a548-3b2120173655,250,158,COMPLETED,08:00:00,08:24:00,15:00:00,17:47:00,28.4,10,2024-11-25,2024-11-26
7460800b-2db4-4336-b4e1-675db924f9f0,2024-11-27,d613750f-7244-4422-a084-da603cde7145,500,291,COMPLETED,07:00:00,06:13:00,14:00:00,14:48:00,23.9,5,2024-11-26,2024-11-27
276e3e5e-91a9-40b1-9a19-659511642d66,2024-11-28,d613750f-7244-4422-a084-da603cde7145,500,430,COMPLETED,08:00:00,09:45:00,15:00:00,18:46:00,56.6,4,2024-11-27,2024-11-28
c0b2f3e2-4c15-4b1e-94b8-2b4b2856fcd6,2024-11-29,d613750f-7244-4422-a084-da603cde7145,500,290,COMPLETED,07:00:00,08:31:00,17:00:00,16:38:00,23.2,4,2024-11-28,2024-11-29
34826bde-b4e2-4d73-9cdb-e601afb3940f,2024-11-30,d613750f-7244-4422-a084-da603cde7145,500,373,COMPLETED,07:00:00,06:13:00,17:00:00,12:47:00,32.8,6,2024-11-29,2024-11-30
856693bb-3ab1-452d-8fd2-e8437433f25c,2024-12-02,d6f804d6-de2a-4abc-a548-3b2120173655,250,196,COMPLETED,08:00:00,07:59:00,17:00:00,15:38:00,23.1,9,2024-12-01,2024-12-02
4dcc2cb8-e9b4-44e4-aa47-2c5178398bd5,2024-12-05,d613750f-7244-4422-a084-da603cde7145,500,289,CANCELLED,08:00:00,,16:00:00,,41.8,5,2024-12-04,2024-12-04
f7559cc5-001a-4f40-b1d0-951210a6b520,2024-12-06,d6f804d6-de2a-4abc-a548-3b2120173655,250,181,COMPLETED,07:00:00,08:01:00,15:00:00,15:35:00,53.2,5,2024-12-05,2024-12-06
2480ff10-a9f8-4209-b41f-8fae8572f771,2024-12-12,d6f804d6-de2a-4abc-a548-3b2120173655,250,132,COMPLETED,07:00:00,07:31:00,17:00:00,13:38:00,55.4,6,2024-12-11,2024-12-12
6c059b10-c49b-4ea2-9547-de2905127629,2024-12-14,d6f804d6-de2a-4abc-a548-3b2120173655,250,178,COMPLETED,07:00:00,06:25:00,18:00:00,16:18:00,55.9,9,2024-12-13,2024-12-14
ff3c6192-ac28-4aa0-bbcc-be3fc9008ee3,2024-12-18,d613750f-7244-4422-a084-da603cde7145,500,436,COMPLETED,08:00:00,09:32:00,18:00:00,17:45:00,40.9,9,2024-12-17,2024-12-18
5acf165f-5861-41be-9a82-7b182108b370,2024-12-19,d613750f-7244-4422-a084-da603cde7145,500,258,COMPLETED,07:00:00,08:35:00,18:00:00,18:44:00,56.7,4,2024-12-18,2024-12-19
05239e81-2bbd-412c-b130-9cd7dac0b3f2,2024-12-20,d613750f-7244-4422-a084-da603cde7145,500,279,COMPLETED,08:00:00,08:47:00,17:00:00,18:15:00,21.4,10,2024-12-19,2024-12-20
7461d6c2-6dc9-4599-956e-a5939056e8ec,2024-12-21,d6f804d6-de2a-4abc-a548-3b2120173655,250,151,COMPLETED,07:00:00,07:48:00,16:00:00,15:09:00,29.9,6,2024-12-20,2024-12-21
55f9ef00-46ad-450e-8bd8-0e6ee4316e5f,2024-12-23,d6f804d6-de2a-4abc-a548-3b2120173655,250,184,COMPLETED,08:00:00,09:21:00,18:00:00,17:30:00,40.0,9,2024-12-22,2024-12-23
a7272647-33e5-4e9a-8b4a-066984f2a92e,2024-12-24,d613750f-7244-4422-a084-da603cde7145,500,351,COMPLETED,07:00:00,06:38:00,14:00:00,14:28:00,43.9,4,2024-12-23,2024-12-24
87e97a37-9eff-47ea-9eb0-369d85f3a6bb,2024-12-25,d6f804d6-de2a-4abc-a548-3b2120173655,250,189,COMPLETED,08:00:00,09:45:00,15:00:00,16:19:00,21.1,4,2024-12-24,2024-12-25
72a74166-1372-4e87-9849-6236e08b38c1,2024-12-27,d6f804d6-de2a-4abc-a548-3b2120173655,250,139,COMPLETED,08:00:00,07:06:00,14:00:00,16:48:00,37.0,5,2024-12-26,2024-12-27
67d4b7e6-c38d-4077-aedc-cb9bcf19b6ee,2024-12-28,d6f804d6-de2a-4abc-a548-3b2120173655,250,214,COMPLETED,08:00:00,08:50:00,17:00:00,18:39:00,23.5,7,2024-12-27,2024-12-28
0d6a925d-1ed6-45de-8c4e-4efb4e7983fa,2024-12-30,d6f804d6-de2a-4abc-a548-3b2120173655,250,188,COMPLETED,07:00:00,08:26:00,15:00:00,14:19:00,50.7,5,2024-12-29,2024-12-30
7acb2f77-bef8-48ef-bd3e-d09aa9e691b6,2024-12-31,d613750f-7244-4422-a084-da603cde7145,500,261,COMPLETED,08:00:00,07:03:00,14:00:00,17:46:00,33.8,5,2024-12-30,2024-12-31
95ef11fe-abec-493a-97a3-9491ed0fabef,2025-01-01,d613750f-7244-4422-a084-da603cde7145,500,292,COMPLETED,07:00:00,06:30:00,17:00:00,16:10:00,53.6,10,2024-12-31,2025-01-01
a8a6188a-02c6-4b05-8f5f-e2c7c220a1fc,2025-01-03,d613750f-7244-4422-a084-da603cde7145,500,428,COMPLETED,07:00:00,06:19:00,18:00:00,15:01:00,34.6,10,2025-01-02,2025-01-03
73f35e53-0c09-4dc1-adb2-ac3d9665dfcb,2025-01-04,d613750f-7244-4422-a084-da603cde7145,500,324,COMPLETED,08:00:00,09:41:00,18:00:00,17:42:00,39.0,4,2025-01-03,2025-01-04
f86c6b69-19f7-4661-9573-adc94e9fb1d3,2025-01-08,d613750f-7244-4422-a084-da603cde7145,500,401,COMPLETED,07:00:00,08:53:00,17:00:00,18:34:00,37.6,10,2025-01-07,2025-01-08
827a7bf6-bb65-4fed-b78c-662c45f37801,2025-01-10,d613750f-7244-4422-a084-da603cde7145,500,283,COMPLETED,08:00:00,08:07:00,15:00:00,15:43:00,32.9,5,2025-01-09,2025-01-10
81b3745d-670a-45a5-bceb-f81c4bb786c5,2025-01-15,d613750f-7244-4422-a084-da603cde7145,500,346,COMPLETED,07:00:00,06:15:00,15:00:00,14:34:00,27.9,5,2025-01-14,2025-01-15
a2b8e2a5-89dc-4c47-a080-dc6a8f9e7c1b,2025-01-18,d6f804d6-de2a-4abc-a548-3b2120173655,250,156,COMPLETED,08:00:00,08:57:00,14:00:00,18:54:00,52.7,10,2025-01-17,2025-01-18
13a1c121-9031-45ef-b205-86027e4c4110,2025-01-20,d6f804d6-de2a-4abc-a548-3b2120173655,250,210,COMPLETED,08:00:00,07:19:00,15:00:00,15:53:00,28.8,6,2025-01-19,2025-01-20
6d745028-ebb4-4823-9ab8-f704b28da9d0,2025-01-22,d613750f-7244-4422-a084-da603cde7145,500,393,COMPLETED,07:00:00,07:52:00,16:00:00,15:28:00,31.5,9,2025-01-21,2025-01-22
a648b6b4-1a85-42fc-a5d7-ead28e822f6f,2025-01-23,d6f804d6-de2a-4abc-a548-3b2120173655,250,197,COMPLETED,07:00:00,06:17:00,14:00:00,13:57:00,46.7,4,2025-01-22,2025-01-23
8706d83e-5326-4bf0-bd89-d7e70242a281,2025-01-27,d613750f-7244-4422-a084-da603cde7145,500,350,COMPLETED,08:00:00,07:21:00,14:00:00,16:08:00,26.1,8,2025-01-26,2025-01-27
6e3eda79-aa3b-4c65-8627-6acb59f56342,2025-01-29,d613750f-7244-4422-a084-da603cde7145,500,396,COMPLETED,08:00:00,09:04:00,18:00:00,17:49:00,37.7,5,2025-01-28,2025-01-29
e1e54bbf-ca78-448f-b515-b7fe5039ec55,2025-01-30,d613750f-7244-4422-a084-da603cde7145,500,263,COMPLETED,07:00:00,08:33:00,17:00:00,16:21:00,51.0,7,2025-01-29,2025-01-30
ed87b3f3-7741-4dac-b759-4bc2524e039f,2025-01-31,d613750f-7244-4422-a084-da603cde7145,500,421,COMPLETED,07:00:00,08:34:00,14:00:00,16:12:00,48.3,8,2025-01-30,2025-01-31
68a27930-971e-4c52-a95b-fe8d26e35515,2025-02-05,d613750f-7244-4422-a084-da603cde7145,500,339,COMPLETED,07:00:00,06:49:00,16:00:00,15:20:00,41.8,4,2025-02-04,2025-02-05
20f289f1-5859-4b21-a8a5-aeb78c24a702,2025-02-08,d6f804d6-de2a-4abc-a548-3b2120173655,250,168,COMPLETED,07:00:00,06:46:00,16:00:00,12:46:00,43.6,7,2025-02-07,2025-02-08
ec987afc-574a-42b8-871b-73749ac09e74,2025-02-10,d613750f-7244-4422-a084-da603cde7145,500,304,COMPLETED,08:00:00,07:51:00,17:00:00,13:06:00,21.2,9,2025-02-09,2025-02-10
0f957a5d-5f1a-452a-affd-dae0b2c1f126,2025-02-15,d613750f-7244-4422-a084-da603cde7145,500,311,COMPLETED,08:00:00,07:11:00,14:00:00,15:23:00,46.0,5,2025-02-14,2025-02-15
b7a52f0a-afa9-4fad-b5b0-36a5ec2f9e56,2025-02-17,d6f804d6-de2a-4abc-a548-3b2120173655,250,211,COMPLETED,07:00:00,07:20:00,15:00:00,17:24:00,51.8,4,2025-02-16,2025-02-17
77c0c620-82a6-46d9-84fc-e33a42425292,2025-02-19,d613750f-7244-4422-a084-da603cde7145,500,429,COMPLETED,07:00:00,06:08:00,16:00:00,16:12:00,53.6,7,2025-02-18,2025-02-19
02c1c5d2-4057-4602-9d88-5a38a707ac05,2025-02-20,d613750f-7244-4422-a084-da603cde7145,500,356,COMPLETED,07:00:00,06:09:00,18:00:00,15:47:00,20.5,6,2025-02-19,2025-02-20
3fa9c105-2ac8-4c02-b57f-f7635c453110,2025-02-22,d6f804d6-de2a-4abc-a548-3b2120173655,250,223,COMPLETED,08:00:00,07:58:00,15:00:00,15:05:00,42.4,9,2025-02-21,2025-02-22
