week_id,week_start,week_end,week_number,year,month,product_id,product_code,quantity_ordered,quantity_delivered,order_count,revenue,is_festival_week
2942e4ee-7fca-41a7-a827-124896d7a326,2025-02-03,2025-02-09,49,2025,2,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,0,0,0,0.0,0
db659e88-d3e8-4245-b0a8-f31a1694d6c6,2025-02-10,2025-02-16,50,2025,2,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,0,0,0,0.0,0
f1bdfdf2-42c5-4518-85d9-46a82102871c,2025-02-10,2025-02-16,50,2025,2,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,0,0,0,0.0,0
ab8bbb0d-403e-413b-b4cd-b72eafc3e754,2025-02-10,2025-02-16,50,2025,2,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,0,0,0,0.0,0
009b259a-b997-4dfa-ae7a-cd1e74423e36,2025-02-17,2025-02-23,51,2025,2,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,0,0,0,0.0,0
b7734229-19e0-4255-81d8-e94403d0151a,2025-02-17,2025-02-23,51,2025,2,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,0,0,0,0.0,0
072c68df-f793-466c-a394-1f09ce1f0c39,2025-02-17,2025-02-23,51,2025,2,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,0,0,0,0.0,0
4915af6e-6420-47d2-9175-ce542e7af73e,2025-02-24,2025-03-02,52,2025,2,17b438d3-0eb9-4489-843d-67569ab2e171,CLN-500G,0,0,0,0.0,0
44fadcdf-cd64-4d87-a37b-1d9119046678,2025-02-24,2025-03-02,52,2025,2,691d2da3-3a95-42f4-af6a-57c1f73652fa,CLN-1KG,0,0,0,0.0,0
a04c6386-cc74-4b42-bc4c-2ae0c8f873bb,2025-02-24,2025-03-02,52,2025,2,72f40484-f49b-4f82-9a99-d22ec799c523,CLN-2KG,0,0,0,0.0,0
