payment_id,payment_number,dealer_id,invoice_id,amount,payment_date,payment_mode,reference_number,bank_name,collected_by,visit_id,status,notes,created_at,updated_at
7ba72d17-6b0d-478c-9b0c-6b85e392f6c7,PAY-2024-0246,34d40fdb-61b7-4fcd-8fd7-b6266b662296,e3282b59-0367-46a0-8724-0086d5bed115,3707.55,2024-08-18,UPI,TXN472630,,,,COMPLETED,,2024-08-18,2024-08-18
ab7aa36c-421a-4bf3-aca3-0f265e80f73e,PAY-2024-0247,9198bfa1-1b5b-4a67-a310-ac2db2875058,c56b4f4f-1f3e-4718-be52-3b3e1310a850,2989.91,2024-07-28,UPI,TXN914689,,,,COMPLETED,,2024-07-28,2024-07-28
dc58813f-efe0-4a8b-887b-de16810d8bee,PAY-2024-0248,76fd9001-d837-4dd4-9c5d-fae3eabe879a,868daf5c-a409-4ec4-b174-da8a6c895130,2888.64,2024-06-18,UPI,TXN548956,,,,COMPLETED,,2024-06-18,2024-06-18
d13598c6-4a21-4394-a6eb-4590649d6a0c,PAY-2024-0249,76fd9001-d837-4dd4-9c5d-fae3eabe879a,868daf5c-a409-4ec4-b174-da8a6c895130,0.0,2024-06-25,CASH,,,c361d450-2f4c-46b8-a441-3f819e888d3b,,COMPLETED,,2024-06-25,2024-06-25
2be5e945-d32e-400a-9ef9-a9c12e9536c3,PAY-2024-0250,a1165b38-7316-4cb3-85a9-b3308a230b7c,b1ddfc90-eee3-4a72-9202-302a527655d1,2417.79,2024-03-16,UPI,TXN357308,,,,COMPLETED,,2024-03-16,2024-03-16
b3d4ea62-2545-4adb-b393-33812b211583,PAY-2025-0251,7865188e-8b7d-491c-90b0-ffdd5d703d52,ed84a3c9-7f44-4d3e-8c59-0ef68bad8693,962.88,2025-02-08,CHEQUE,TXN616961,Axis Bank,,,COMPLETED,,2025-02-08,2025-02-08
27cc5cdf-d52b-46d3-b673-f896b16f0a5b,PAY-2024-0252,3a111a3b-2224-4624-9b80-d7ecddb28395,747cf0dc-a4eb-41ae-8770-b7593ddd6510,1922.76,2024-05-22,CASH,,,92522288-0375-4a48-a9b2-822815269255,,COMPLETED,,2024-05-22,2024-05-22
28c9e47e-e811-4617-8658-06674c53bda6,PAY-2024-0253,afefc15d-6186-4e28-b665-0c08ecf4a9ab,d0f3558c-7802-47b3-ac56-d0c0af1ac152,1981.53,2024-04-09,CASH,,,92522288-0375-4a48-a9b2-822815269255,,COMPLETED,,2024-04-09,2024-04-09
5b34a2b9-6066-4fd4-8b9d-1e5d15bfeb36,PAY-2024-0254,2cb90ac4-4648-4431-9037-ad47b22ad864,4d3219c3-43c6-407c-bd3b-1016ce660be9,6783.26,2024-04-17,UPI,TXN846760,,,,COMPLETED,,2024-04-17,2024-04-17
7bc83162-4ac0-4d17-b4bb-213419e85b70,PAY-2024-0255,2cb90ac4-4648-4431-9037-ad47b22ad864,716645c4-2948-4336-bf30-82696e2bc605,2988.15,2024-04-29,UPI,TXN309921,,,,COMPLETED,,2024-04-29,2024-04-29
658b10c9-57d6-42de-8629-cb50358649a8,PAY-2024-0256,76fd9001-d837-4dd4-9c5d-fae3eabe879a,0145b8b5-91b3-4a55-8f1d-be9a0991119a,4773.62,2024-07-07,NEFT,TXN325580,State Bank of India,,,COMPLETED,,2024-07-07,2024-07-07
cb388b3b-1359-479d-9f42-2190afa95368,PAY-2024-0257,8964dfde-f9d0-4250-91ce-6b245cb1ce68,8f22e403-c810-4dcd-85c3-94a1517b60fa,2888.64,2024-10-06,CASH,,,92522288-0375-4a48-a9b2-822815269255,,COMPLETED,,2024-10-06,2024-10-06
c186b534-1e0c-48e7-ade5-4d44b0d98ff1,PAY-2024-0258,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,00fecdee-a3fe-43e3-8441-5dd7dffea875,2069.61,2024-06-21,UPI,TXN813322,,,,PENDING,,2024-06-21,2024-06-21
e88f0007-068b-4d23-b502-cfaa0004bc2f,PAY-2024-0259,3a111a3b-2224-4624-9b80-d7ecddb28395,bf1300cb-85fe-4eff-93f0-38636accf205,1019.52,2024-03-15,CHEQUE,TXN122284,Kotak Mahindra Bank,,,COMPLETED,,2024-03-15,2024-03-15
a4455437-dab0-4e2f-81e9-2efc0712f510,PAY-2024-0260,dc84c823-845e-4588-859b-49a7e3d43b3c,3505885c-f17a-4271-80b6-b39da06bbda5,3851.52,2024-06-21,UPI,TXN475325,,,,COMPLETED,,2024-06-21,2024-06-21
4844da5c-a697-48b8-b5fb-447b63ddbfb4,PAY-2024-0261,b2ef95e6-8719-44a0-917a-1043a02ce2b0,5135eb7e-4be7-4443-aea7-904cca440c47,2796.12,2024-06-07,CASH,,,c361d450-2f4c-46b8-a441-3f819e888d3b,,COMPLETED,,2024-06-07,2024-06-07
8f22cd2b-9ff9-4c92-a056-f9db3e620901,PAY-2024-0262,b2ef95e6-8719-44a0-917a-1043a02ce2b0,5135eb7e-4be7-4443-aea7-904cca440c47,0.0,2024-06-10,NEFT,TXN270220,ICICI Bank,,,COMPLETED,,2024-06-10,2024-06-10
a285a5f3-055a-41c7-b9ab-a2b8d9316d72,PAY-2024-0263,cbdda1a1-3a43-475c-a2f8-6dce82d99f2f,b151a153-0101-43df-a85f-82d54e444afd,2945.28,2024-03-19,UPI,TXN481040,,,,COMPLETED,,2024-03-19,2024-03-19
4d402ed0-5eda-472a-8cc8-0465f9b756e6,PAY-2024-0264,9198bfa1-1b5b-4a67-a310-ac2db2875058,294d1379-ce73-4e1e-9571-1f8e873d7473,2865.1,2024-10-31,UPI,TXN335362,,,,COMPLETED,,2024-10-31,2024-10-31
e56c7915-ce4f-4142-a117-e467204143cd,PAY-2024-0265,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,b5bd06cd-f43b-46b1-8fef-80a5d9400eae,4078.08,2024-04-10,CHEQUE,TXN203517,Bank of Baroda,,,PENDING,,2024-04-10,2024-04-10
813e381d-19f5-44d3-b99b-c7124a99e26e,PAY-2024-0266,cbdda1a1-3a43-475c-a2f8-6dce82d99f2f,82e5e37b-74da-494b-91b9-aac5ba351466,1925.76,2024-11-06,NEFT,TXN758410,ICICI Bank,,,COMPLETED,,2024-11-06,2024-11-06
41d3ac6c-c85b-4f29-977f-37ec4542643a,PAY-2024-0267,7865188e-8b7d-491c-90b0-ffdd5d703d52,b2095734-a744-49af-b256-d4725a23460b,4072.71,2024-03-05,CASH,,,92522288-0375-4a48-a9b2-822815269255,,COMPLETED,,2024-03-05,2024-03-05
d49aee1f-2264-4d65-90f9-e4dca86080ff,PAY-2024-0268,115804b5-d9c6-401e-a450-d16354ecaf2d,1c87ab11-2705-4021-8e90-87c3a0992047,1982.4,2024-12-05,CASH,,,c361d450-2f4c-46b8-a441-3f819e888d3b,,COMPLETED,,2024-12-05,2024-12-05
1505c378-192a-41bd-9c58-3b5634a467a1,PAY-2024-0269,aa142594-8770-46cb-bf05-77eb4736c7e4,6f53b41d-f21b-4c0c-be9c-be9b33e8c9c8,3553.59,2024-07-20,UPI,TXN561992,,,,COMPLETED,,2024-07-20,2024-07-20
ba271162-58ce-466c-808a-4eb9782f3b2d,PAY-2024-0270,2505c043-13e5-425f-a34f-ad854ef43c6b,ef381f4f-b597-4972-b09b-e84adf47230e,4078.08,2024-10-08,NEFT,TXN182261,HDFC Bank,,,COMPLETED,,2024-10-08,2024-10-08
967a8388-1e1a-4f66-b186-f3e71718e3ac,PAY-2024-0271,2566205d-339c-4157-a1f7-c907482ec0a3,56e356df-837e-4bed-96b5-d5185f4d848c,2945.28,2024-05-09,UPI,TXN295247,,,,COMPLETED,,2024-05-09,2024-05-09
2d9dcee9-a7ff-443b-aa6f-ae4636b2d1e9,PAY-2024-0272,68f1b083-a966-45d7-9568-8fe0199280cf,438ae5c7-9bc1-448d-b905-12e8373bdf7c,1887.24,2024-04-21,UPI,TXN454097,,,,COMPLETED,,2024-04-21,2024-04-21
bb307610-d339-4c25-872e-b36fe7004319,PAY-2024-0273,d57aa585-6d50-45b9-b7c3-5ddc5266ff65,856fc0b6-a5ac-49a6-8d5a-76c5b516a635,7083.58,2024-03-05,CASH,,,0de98ea1-d767-49c6-97d0-d792e515bae7,,COMPLETED,,2024-03-05,2024-03-05
2e4c706e-4259-4bf1-b882-5bd2d7dff41c,PAY-2024-0274,dc84c823-845e-4588-859b-49a7e3d43b3c,3a7a4308-2867-4171-9fe5-f671605ecf05,2620.58,2024-06-26,NEFT,TXN457800,Yes Bank,,,COMPLETED,,2024-06-26,2024-06-26
264c838a-9285-42d6-a2f5-5d1cce91df0d,PAY-2024-0275,2566205d-339c-4157-a1f7-c907482ec0a3,3ab16fa6-6cc3-4416-8118-754cd4879bce,1953.44,2024-08-31,UPI,TXN205063,,,,COMPLETED,,2024-08-31,2024-08-31
2cba0052-be0e-4130-b0c3-7aecfaf45495,PAY-2024-0276,2566205d-339c-4157-a1f7-c907482ec0a3,3ab16fa6-6cc3-4416-8118-754cd4879bce,0.0,2024-08-30,UPI,TXN686349,,,,COMPLETED,,2024-08-30,2024-08-30
642d1cbe-0648-428a-8c86-bf51aecdec01,PAY-2024-0277,3021fc48-2b92-41d2-ae1b-1fdcd120a039,119602f2-28ec-4a33-ba1c-28dce5e09764,2997.38,2024-11-15,UPI,TXN106917,,,,COMPLETED,,2024-11-15,2024-11-15
77c47cb2-2c0f-4850-a059-aac4c5f12cbc,PAY-2024-0278,7865188e-8b7d-491c-90b0-ffdd5d703d52,e9519b84-3cbb-44e8-a2d5-790c006ddcfc,2888.64,2024-05-22,UPI,TXN122965,,,,PENDING,,2024-05-22,2024-05-22
30cd3ea4-69e6-4537-ad36-a5ea77702127,PAY-2024-0279,4260ce4c-5209-476c-afb1-655f9e02133d,7cc3cf6d-c2c0-46c2-9959-e6fe933daefa,3774.48,2024-11-07,UPI,TXN896760,,,,COMPLETED,,2024-11-07,2024-11-07
a13a9361-310e-48ac-a84c-c2411b376008,PAY-2024-0280,de4699bf-d9e7-45b9-9875-43405fdc2981,4bf05997-1c5a-447c-9165-75a82ce85666,3871.32,2024-07-18,UPI,TXN491199,,,,COMPLETED,,2024-07-18,2024-07-18
95216b8a-1e76-48ea-8eda-dd4f08ac8899,PAY-2024-0281,d175149d-f407-43df-900f-8f974386b491,452fbdcb-1a11-4309-94c0-b2e6ecf35964,7929.6,2024-07-28,CHEQUE,TXN697167,Punjab National Bank,,,COMPLETED,,2024-07-28,2024-07-28
965b73f0-d369-4e1f-8332-aaf22fcaf500,PAY-2024-0282,d175149d-f407-43df-900f-8f974386b491,452fbdcb-1a11-4309-94c0-b2e6ecf35964,0.0,2024-07-28,CHEQUE,TXN229322,Bank of Baroda,,,COMPLETED,,2024-07-28,2024-07-28
3f8035cd-2678-4fb2-859f-54066e71d835,PAY-2024-0283,baabea0b-282b-41ac-8a02-f2c72a0ee4ce,e54427a1-bd77-4a66-957a-b31be43a9b53,1925.76,2024-12-22,CASH,,,c361d450-2f4c-46b8-a441-3f819e888d3b,,COMPLETED,,2024-12-22,2024-12-22
09f9e5a9-6996-4f56-9526-a903b52762fc,PAY-2024-0284,115804b5-d9c6-401e-a450-d16354ecaf2d,207830af-102d-4f9c-84e6-8aeed2f42f1a,3058.56,2024-11-06,UPI,TXN794304,,,,COMPLETED,,2024-11-06,2024-11-06
7d6c2ad7-bc00-4e46-a263-9fd3a1692a63,PAY-2024-0285,b2ef95e6-8719-44a0-917a-1043a02ce2b0,45cd1e31-ff63-4b5e-a651-caab3aca46a1,2995.71,2024-05-26,UPI,TXN218571,,,,COMPLETED,,2024-05-26,2024-05-26
fc5e8c48-cdc2-486e-b5f0-152f5f126bb2,PAY-2025-0286,766f55c6-bd8d-414d-b481-b315180fd94a,40e05128-3242-4a0d-a6f8-2e3924ed2d21,4709.42,2025-02-17,NEFT,TXN328321,Yes Bank,,,COMPLETED,,2025-02-17,2025-02-17
55d853c2-ec10-4128-a3b8-f2fa42a94da2,PAY-2024-0287,7865188e-8b7d-491c-90b0-ffdd5d703d52,4574261c-4867-41df-b2a5-d014a629e950,962.88,2024-06-14,NEFT,TXN135924,ICICI Bank,,,COMPLETED,,2024-06-14,2024-06-14
9558c71e-9324-4521-af8a-47f3dd1f0c38,PAY-2024-0288,afefc15d-6186-4e28-b665-0c08ecf4a9ab,00066fb6-12b1-4968-9a79-b831b3a5bf8a,4871.04,2024-04-24,UPI,TXN948599,,,,COMPLETED,,2024-04-24,2024-04-24
ca684cc9-1dcc-4002-82a5-7123d28016d8,PAY-2024-0289,afefc15d-6186-4e28-b665-0c08ecf4a9ab,00066fb6-12b1-4968-9a79-b831b3a5bf8a,0.0,2024-05-03,UPI,TXN882304,,,,COMPLETED,,2024-05-03,2024-05-03
954cab54-d112-49cb-87bc-ccb7fd80098c,PAY-2024-0290,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,41986d55-e89a-4889-aba1-daec4fb37793,2677.9,2024-07-25,CHEQUE,TXN162256,Kotak Mahindra Bank,,,COMPLETED,,2024-07-25,2024-07-25
e46d788d-5377-4b33-be8e-aa1559f5bbaa,PAY-2025-0291,3ea93ee6-b253-4e80-95fc-b60b17ab090e,534b91e8-f576-4ee0-a060-b68b244c94ed,4884.64,2025-01-04,CASH,,,0de98ea1-d767-49c6-97d0-d792e515bae7,,COMPLETED,,2025-01-04,2025-01-04
0fd3855d-5fdc-45ad-88ba-ea025caf1756,PAY-2024-0292,7178f55e-6bbc-4f51-8768-e2277e170ca5,99076289-b9fd-4049-84be-83fa0efd908a,3057.88,2024-12-29,UPI,TXN817656,,,,COMPLETED,,2024-12-29,2024-12-29
bafd6cba-85fd-4539-b643-2bc7851e37fe,PAY-2024-0293,76fd9001-d837-4dd4-9c5d-fae3eabe879a,35533c26-d4cb-4478-9cfd-04ec915e0552,999.03,2024-04-13,UPI,TXN619328,,,,COMPLETED,,2024-04-13,2024-04-13
79d90aa3-64f7-4a64-a4bb-479f9a55de0b,PAY-2024-0294,a1165b38-7316-4cb3-85a9-b3308a230b7c,b6cac46b-77f3-4115-b55b-6e52274c71c8,1607.11,2024-05-27,UPI,TXN793277,,,,COMPLETED,,2024-05-27,2024-05-27
06440b78-f946-40c2-b9cb-39f56692b5f5,PAY-2024-0295,dc84c823-845e-4588-859b-49a7e3d43b3c,76f68ee5-b41b-4345-a00f-272b229fb2e1,7634.03,2024-05-02,UPI,TXN684292,,,,COMPLETED,,2024-05-02,2024-05-02
f9c56594-1491-4957-b8be-0f6659fe8236,PAY-2025-0296,2cb90ac4-4648-4431-9037-ad47b22ad864,da350fcf-15dd-4661-94b8-d2da3e1f239c,4871.04,2025-01-01,UPI,TXN739447,,,,COMPLETED,,2025-01-01,2025-01-01
f3d02310-a7fe-4eb5-ad4c-55bbb3622655,PAY-2024-0297,5881aaf5-037c-4728-9071-8b104e5413dc,b6db48fd-6dfc-4d21-88e8-4150f8cd960d,4010.91,2024-09-18,NEFT,TXN413936,Punjab National Bank,,,COMPLETED,,2024-09-18,2024-09-18
84ad5d6b-8e53-4fa6-bc0c-26f8af717d02,PAY-2024-0298,7178f55e-6bbc-4f51-8768-e2277e170ca5,0f11bd14-4ccc-4af0-a92a-20fd4739f6ec,2019.75,2024-10-13,CASH,,,92522288-0375-4a48-a9b2-822815269255,,COMPLETED,,2024-10-13,2024-10-13
aa049df4-658a-4eeb-90e1-4e34d1741b4b,PAY-2024-0299,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,8bd9fcff-a4c0-4780-b886-8b060d3def4f,4593.17,2024-06-05,CASH,,,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,,COMPLETED,,2024-06-05,2024-06-05
8a199fba-8496-4e0b-a109-684ae9dfb79e,PAY-2024-0300,672f6872-5e9a-4153-9cf7-9bad9ee0eff3,ddc7a827-146d-4f70-9f2a-6df5b88c4a56,1925.76,2024-05-23,CHEQUE,TXN105132,HDFC Bank,,,COMPLETED,,2024-05-23,2024-05-23
778ba606-4112-4084-a376-441a0b399e87,PAY-2024-0301,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,322ca30c-0ba8-4746-bacb-2bc341495fa5,1669.9,2024-03-21,NEFT,TXN855561,HDFC Bank,,,COMPLETED,,2024-03-21,2024-03-21
5f90774b-3d3a-4e06-943b-3a6ea2cab379,PAY-2024-0302,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,322ca30c-0ba8-4746-bacb-2bc341495fa5,6026.45,2024-03-15,UPI,TXN405985,,,,COMPLETED,,2024-03-15,2024-03-15
ba507111-bdd0-4224-bf2d-5b2859367a52,PAY-2024-0303,2cb90ac4-4648-4431-9037-ad47b22ad864,4daf56e1-8a74-4c4f-b78f-396c928a424a,6733.35,2024-09-30,CASH,,,c361d450-2f4c-46b8-a441-3f819e888d3b,,COMPLETED,,2024-09-30,2024-09-30
fda5e953-6b6a-427e-95c8-cffa6291e967,PAY-2025-0304,dc84c823-845e-4588-859b-49a7e3d43b3c,5d972e49-09ca-4509-b5e1-d341a9146540,1925.76,2025-02-05,UPI,TXN849920,,,,COMPLETED,,2025-02-05,2025-02-05
b985556b-a248-4456-9125-0957ba1ba340,PAY-2024-0305,e239d371-6d2f-47bc-98f7-f79cfbbfb521,4462b3ed-e267-45ca-9dbb-2697b556bb75,6716.38,2024-04-26,CHEQUE,TXN921662,Kotak Mahindra Bank,,,COMPLETED,,2024-04-26,2024-04-26
27bd85e1-d6e4-4a8e-93a6-24fd5b0a6b00,PAY-2024-0306,baabea0b-282b-41ac-8a02-f2c72a0ee4ce,4a03c2e3-2fc6-449e-a348-858f5ad6516c,1000.94,2024-12-30,NEFT,TXN417936,Yes Bank,,,COMPLETED,,2024-12-30,2024-12-30
72e70a28-bbf5-4b9b-aaf6-9d34f9b13b58,PAY-2024-0307,34d40fdb-61b7-4fcd-8fd7-b6266b662296,c894d2df-b5c3-4a1a-9377-2f4cb3fa7f9d,3964.8,2024-05-31,CASH,,,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,,COMPLETED,,2024-05-31,2024-05-31
8995e4aa-4b66-44f9-abcf-8b041dce5735,PAY-2024-0308,baabea0b-282b-41ac-8a02-f2c72a0ee4ce,11dc9b8b-5698-4435-b0f7-6722ed3447bd,4078.08,2024-09-06,CASH,,,0de98ea1-d767-49c6-97d0-d792e515bae7,,COMPLETED,,2024-09-06,2024-09-06
1f955db0-ecf0-4f24-be15-3be8d13fd649,PAY-2024-0309,b2ef95e6-8719-44a0-917a-1043a02ce2b0,637fc9fd-e6fe-4bbc-87a8-6b20268bfc82,3941.02,2024-09-09,CASH,,,c361d450-2f4c-46b8-a441-3f819e888d3b,,COMPLETED,,2024-09-09,2024-09-09
3096c448-2b90-4fb3-9b06-945f85b32e06,PAY-2024-0310,dc84c823-845e-4588-859b-49a7e3d43b3c,8f335ee4-1736-45c8-b132-e2e43bd03220,3886.68,2024-11-22,CASH,,,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,,COMPLETED,,2024-11-22,2024-11-22
90037225-c7ab-4d92-9069-d5823d6ec32a,PAY-2024-0311,dc84c823-845e-4588-859b-49a7e3d43b3c,8f335ee4-1736-45c8-b132-e2e43bd03220,871.08,2024-11-25,NEFT,TXN653566,Axis Bank,,,COMPLETED,,2024-11-25,2024-11-25
4580895f-a480-47fe-91ad-b0f9eadf0781,PAY-2024-0312,7865188e-8b7d-491c-90b0-ffdd5d703d52,5ad86cb0-8974-45dc-a455-d1d626dc7dd2,4829.12,2024-06-10,NEFT,TXN553518,ICICI Bank,,,COMPLETED,,2024-06-10,2024-06-10
626da96a-94e4-4474-b0b5-75e54c63407f,PAY-2024-0313,68f1b083-a966-45d7-9568-8fe0199280cf,06a8bee8-1331-4039-bd23-90558d47382e,2898.48,2024-04-03,UPI,TXN273500,,,,COMPLETED,,2024-04-03,2024-04-03
85591f04-5127-4f32-8d12-9102f1dcf3a8,PAY-2024-0314,dc84c823-845e-4588-859b-49a7e3d43b3c,01051542-2e7c-43df-bba2-76b9f612f12b,4884.64,2024-04-27,UPI,TXN228901,,,,COMPLETED,,2024-04-27,2024-04-27
df4628fc-ccdb-43fc-b8bf-d66dc4e1fbcf,PAY-2024-0315,2cb90ac4-4648-4431-9037-ad47b22ad864,25c6e3a9-6709-458c-a7f2-dd1233710134,2898.44,2024-06-27,CASH,,,0de98ea1-d767-49c6-97d0-d792e515bae7,,COMPLETED,,2024-06-27,2024-06-27
8b8a7b06-5107-43fd-880a-6252145a6bba,PAY-2024-0316,dc84c823-845e-4588-859b-49a7e3d43b3c,f2591e32-df71-426d-94f3-e9e36e33956e,696.26,2024-04-06,NEFT,TXN715428,State Bank of India,,,COMPLETED,,2024-04-06,2024-04-06
541b5a22-8bcc-4211-bde6-a1f2bc4199ab,PAY-2024-0317,f3add840-d8ad-457e-a501-c460549a2a61,ab7a890a-ac35-42bb-b624-1db291337368,909.3,2024-10-15,NEFT,TXN206446,Axis Bank,,,COMPLETED,,2024-10-15,2024-10-15
1b3d3861-7981-45a8-adad-b579987f84b9,PAY-2024-0318,d57aa585-6d50-45b9-b7c3-5ddc5266ff65,b88a63f5-e0df-496e-bdb1-cd05b77ff025,933.16,2024-08-07,UPI,TXN347185,,,,COMPLETED,,2024-08-07,2024-08-07
b47dde2e-ac52-41c1-9b99-8b1ece7d131f,PAY-2024-0319,fd656c0c-f9a1-4da7-a4c7-8f457f619af2,976064ea-f044-4605-91ee-5ea133350096,2830.86,2024-08-22,NEFT,TXN350865,Yes Bank,,,COMPLETED,,2024-08-22,2024-08-22
ab8e0cae-df92-4bdb-826a-304b90057990,PAY-2025-0320,a1165b38-7316-4cb3-85a9-b3308a230b7c,661ee0c2-582c-4dc9-ab33-4b23136955c9,2039.04,2025-01-14,CASH,,,fe0888ac-3ea5-4fba-846c-2294c69f1659,,COMPLETED,,2025-01-14,2025-01-14
760f1f12-d86b-4c47-93e7-e9742a108af6,PAY-2024-0321,34d40fdb-61b7-4fcd-8fd7-b6266b662296,96a4ffd8-9bb1-4c75-b87c-5f637f053a6e,2830.86,2024-07-09,UPI,TXN288818,,,,COMPLETED,,2024-07-09,2024-07-09
a3d23d63-4226-493b-9b75-3d12089ca668,PAY-2024-0322,0065fc9e-691f-412d-a732-28b741dbb336,3ac8e22a-e873-40fb-8a6d-9660ccae4564,4871.04,2024-06-08,UPI,TXN137202,,,,COMPLETED,,2024-06-08,2024-06-08
f7b59f9b-2057-42bb-a3f6-c91b3452e2f0,PAY-2024-0323,587fe5f4-a612-4ee8-8f98-b53fbc7c5b51,fff86723-ea1e-45f5-b239-1786a0ef2236,1925.76,2024-12-11,CASH,,,c361d450-2f4c-46b8-a441-3f819e888d3b,,COMPLETED,,2024-12-11,2024-12-11
ca5ba41c-73c6-4e8c-8be2-e5037311fc45,PAY-2024-0324,5881aaf5-037c-4728-9071-8b104e5413dc,ff658427-051e-43de-a0fb-6cc12d7adbfc,4078.08,2024-12-06,CHEQUE,TXN703333,Kotak Mahindra Bank,,,COMPLETED,,2024-12-06,2024-12-06
346f9658-3c8b-48f3-90de-6217433a2ae3,PAY-2024-0325,2505c043-13e5-425f-a34f-ad854ef43c6b,aed73310-bf56-4544-a87c-80d016705b34,3001.92,2024-11-02,CASH,,,fe0888ac-3ea5-4fba-846c-2294c69f1659,,COMPLETED,,2024-11-02,2024-11-02
9e483e01-449c-4588-92af-71dbdfc0a480,PAY-2024-0326,672f6872-5e9a-4153-9cf7-9bad9ee0eff3,e447fc7e-f5ff-43c6-9a1e-01ef78c65ae6,2959.74,2024-12-07,UPI,TXN627593,,,,COMPLETED,,2024-12-07,2024-12-07
c200237a-97f4-47ca-b769-4492a7b87653,PAY-2024-0327,672f6872-5e9a-4153-9cf7-9bad9ee0eff3,2bfa5e7a-f02e-4902-9a66-62a0739f26e2,5661.74,2024-06-18,NEFT,TXN825985,Bank of Baroda,,,COMPLETED,,2024-06-18,2024-06-18
352cd06e-0687-47be-8a94-c2e08e6f9179,PAY-2024-0328,de4699bf-d9e7-45b9-9875-43405fdc2981,53f91f6e-06ef-48f2-9224-34f1d9e686b2,2830.86,2024-03-05,CASH,,,92522288-0375-4a48-a9b2-822815269255,,COMPLETED,,2024-03-05,2024-03-05
83f872dc-ccd0-421c-b0f1-64e0656662ee,PAY-2024-0329,de4699bf-d9e7-45b9-9875-43405fdc2981,53f91f6e-06ef-48f2-9224-34f1d9e686b2,0.0,2024-03-22,NEFT,TXN130779,Punjab National Bank,,,COMPLETED,,2024-03-22,2024-03-22
7e6968d1-3883-49eb-bea6-274cecf04f71,PAY-2024-0330,3a111a3b-2224-4624-9b80-d7ecddb28395,05ed5cf3-7a03-4829-84b5-749bddaa18d8,6683.52,2024-12-18,UPI,TXN223206,,,,COMPLETED,,2024-12-18,2024-12-18
dd1981e8-a060-47ea-83a5-7638a3496a4d,PAY-2024-0331,a1165b38-7316-4cb3-85a9-b3308a230b7c,3d143a9f-1cce-4a1c-bc06-6e986a06fb59,2832.0,2024-09-04,UPI,TXN305505,,,,COMPLETED,,2024-09-04,2024-09-04
9f0f2f96-86a1-480f-83a5-b714fa5eb4d9,PAY-2024-0332,672f6872-5e9a-4153-9cf7-9bad9ee0eff3,8c26a10e-3da9-428b-8735-e34bb25cd7ff,943.62,2024-12-09,UPI,TXN317218,,,,COMPLETED,,2024-12-09,2024-12-09
669c8651-e0e9-4faf-9597-fd79609a96ca,PAY-2024-0333,412af8cf-f49a-46c9-86fd-ee8fc3a1512e,b09de8c6-26bc-4fd4-8bb9-e35bd65c547d,5812.44,2024-05-12,CASH,,,c361d450-2f4c-46b8-a441-3f819e888d3b,,COMPLETED,,2024-05-12,2024-05-12
b9ddfa6b-9de4-428e-8b06-cd3db4fdd7d8,PAY-2024-0334,524e5021-ef84-4ef8-8dd2-373b17b61207,6a20a99c-ccbe-4331-ab41-73836d8875ff,3904.86,2024-12-01,CASH,,,fe0888ac-3ea5-4fba-846c-2294c69f1659,,COMPLETED,,2024-12-01,2024-12-01
2c120d9f-3762-40eb-9889-4da5c856ad6b,PAY-2024-0335,3ea93ee6-b253-4e80-95fc-b60b17ab090e,bf6ce35a-a16a-4dd2-bf2e-7f0c381fa91b,1922.91,2024-10-29,UPI,TXN436587,,,,COMPLETED,,2024-10-29,2024-10-29
7e009a72-391c-49bd-902b-fb9d160e202f,PAY-2024-0336,3ea93ee6-b253-4e80-95fc-b60b17ab090e,bf6ce35a-a16a-4dd2-bf2e-7f0c381fa91b,0.0,2024-11-01,NEFT,TXN695723,Punjab National Bank,,,COMPLETED,,2024-11-01,2024-11-01
86745e1c-8f9a-4ea8-b37c-2397a7bcb6db,PAY-2024-0337,22e73046-8fe1-47f8-b7e2-c67e1cc1a458,987f6350-684f-44a4-8f4e-4d0a99ac0679,2763.34,2024-06-25,UPI,TXN559408,,,,COMPLETED,,2024-06-25,2024-06-25
03a03d00-1cf9-4bec-b4ad-1ca4fc475ac0,PAY-2024-0338,3ea93ee6-b253-4e80-95fc-b60b17ab090e,fe242eb4-c4c3-453e-b249-94147fc8695e,5772.74,2024-05-04,CASH,,,c361d450-2f4c-46b8-a441-3f819e888d3b,,COMPLETED,,2024-05-04,2024-05-04
56746796-38e8-44ff-89f7-eede9ab5be8c,PAY-2024-0339,7865188e-8b7d-491c-90b0-ffdd5d703d52,0346b3d3-fc57-47d5-bad1-803530ebdc12,4021.44,2024-12-31,CASH,,,0de98ea1-d767-49c6-97d0-d792e515bae7,,COMPLETED,,2024-12-31,2024-12-31
3670b6d4-9767-4ae0-9fb1-a31a815336ef,PAY-2024-0340,3ea93ee6-b253-4e80-95fc-b60b17ab090e,b73a41a9-aba4-45ca-b0ed-7f89270c11cd,5308.83,2024-06-14,CHEQUE,TXN873935,HDFC Bank,,,COMPLETED,,2024-06-14,2024-06-14
